Movie_ID,Title,Genre,Release_Date,Budget,Box_Office,IMDB_Rating,RottenTomatoes,Duration_Minutes,Language,Country,Director
3972,Return of Journey,Sci-Fi,18/12/2018,27979577,$81593619,NaN,74%,117.0,English,Canada,John Carter
3973,Dark Empire,Romance,May 16 2017,138.7M,292.7M,NaN,57%,,english,Australia,Sophie Laurent
3974,Legend of Dreams,HORROR,2018-08-09,"$189,798,068",$793556047,not rated,93%,,Spanish,UK,Raj Mehra
3975,Dark Secrets,ACTION,2018-01-02,169877301,$730980338,NaN,60%,133.0,English,Canada,John Carter
3976,The Galaxy,ACTION,2021-02-22,"$34,306,376","$116,864,980",8.0,74%,135.0,Hindi,UK,Emily Stone
3977,Battle of Secrets,ACTION,2015/10/17,195.3M,$644424671,not rated,47%,,French,Canada,Alan Smith
3978,Rise of Journey,Comedy,2020-05-12,"$52,710,979",$116345966,not rated,,129.0,english,UK,James Holloway
3979,Love in Journey,Comedy,27/12/2015,$173326846,"$542,196,967",5.1,86%,124.0,Hindi,Australia,Emily Stone
3980,Love in Warrior,HORROR,31/03/2016,107324521,"$236,981,442",4.9,,118.0,French,USA,John Carter
3981,Love in Destiny,Thriller,2016-06-21,230.4M,1097.0M,NaN,,132.0,Spanish,India,Alan Smith
3982,Battle of Night,Horror,22/03/2016,"$248,611,298",193.3M,not rated,,,English,France,James Holloway
3983,The Journey,Romance,2018/12/03,34.8M,"$95,952,354",NaN,56%,,Spanish,Australia,Alan Smith
3984,Dark Kingdom,SciFi,2021-11-02,28.7M,$32525315,6.9,42%,146.0,Spanish,UK,Emily Stone
3985,Love in Galaxy,Sci-Fi,2019/10/12,185611515,"$534,521,959",5.0,,180.0,Spanish,France,Sophie Laurent
3986,Battle of Dreams,comedy,2020-06-27,$59829712,$176599033,NaN,,162.0,Spanish,India,Raj Mehra
3987,Battle of Warrior,Horror,2016-09-02,74.7M,91504893,not rated,,,English,India,Raj Mehra
3988,Last Journey,SciFi,2015/03/18,181.6M,$470403227,NaN,71%,164.0,Hindi,Australia,James Holloway
3989,Dark Empire,Sci-Fi,February 15 2021,"$40,082,147","$61,848,733",7.5,,,english,France,Sophie Laurent
3990,Return of Secrets,action,21/09/2021,150.7M,552421857,not rated,,,Hindi,UK,Alan Smith
3991,The Galaxy,Romance,2016/05/13,197367290,702.5M,NaN,,151.0,english,Canada,Emily Stone
3992,Last Kingdom,ACTION,2020/03/01,$115661620,211.3M,not rated,,99.0,French,UK,James Holloway
3993,Shadow of Secrets,action,May 03 2016,187.3M,$469156589,8.2,,142.0,Spanish,India,Sophie Laurent
3994,Love in Destiny,SciFi,13/04/2022,28.6M,"$102,417,468",not rated,,178.0,French,USA,Emily Stone
3995,The Night,Drama,2018-08-28,"$221,524,501",616.2M,5.1,,,French,UK,Alan Smith
3996,Return of Revenge,Drama,23/05/2016,206454802,$777738415,6.0,85%,,English,Australia,Emily Stone
3997,Love in Kingdom,ACTION,30/03/2016,$48777455,"$104,016,985",NaN,72%,,Spanish,Australia,James Holloway
3998,Love in Warrior,Thriller,December 17 2017,"$27,270,230",90.0M,NaN,,107.0,Hindi,Canada,John Carter
3999,Legend of Kingdom,Drama,06/01/2019,"$217,088,553","$1,009,855,755",NaN,90%,,Spanish,Canada,James Holloway
4000,Dark Dreams,comedy,11/07/2016,$100330677,303.1M,not rated,,107.0,english,Canada,Raj Mehra
4001,Love in Journey,Comedy,October 14 2017,"$181,321,502",652746472,not rated,67%,103.0,English,USA,Emily Stone
4002,Dark Dreams,SciFi,28/10/2019,"$24,938,308",61.9M,7.7,,101.0,Hindi,Australia,Alan Smith
4003,Battle of Night,Horror,22/03/2019,175538804,757.1M,8.6,55%,,French,India,Raj Mehra
4004,The Warrior,Sci-Fi,2022/01/09,$119746388,419736686,not rated,56%,127.0,English,Canada,Emily Stone
4005,Legend of Dreams,ACTION,2017/02/02,153089671,$356625531,NaN,,92.0,english,UK,John Carter
4006,Legend of Kingdom,ACTION,2020/12/03,$5014336,"$19,713,840",NaN,,,Hindi,UK,John Carter
4007,The Secrets,SciFi,2015/07/23,231.8M,1121.5M,not rated,70%,166.0,Hindi,India,James Holloway
4008,Dark Dreams,Romance,01/10/2018,117.2M,$114713411,NaN,75%,91.0,Hindi,Canada,John Carter
4009,The Kingdom,Romance,July 24 2017,"$35,741,645",$54719092,NaN,,166.0,Hindi,India,Sophie Laurent
4010,Return of Night,Drama,2015/08/13,$242552395,946020560,not rated,94%,,French,France,John Carter
4011,The Revenge,Action,2019-10-20,181.4M,$804529929,NaN,,97.0,Spanish,India,Sophie Laurent
4012,The Destiny,Romance,April 18 2018,$153087711,579456068,NaN,52%,126.0,English,France,Sophie Laurent
4013,Last Revenge,action,December 08 2018,"$203,287,020","$235,603,898",not rated,45%,,English,UK,Raj Mehra
4014,Shadow of Revenge,Thriller,27/02/2021,226094048,1062.8M,7.2,60%,145.0,Spanish,India,Emily Stone
4015,Love in Kingdom,Horror,2018/08/19,$179487649,857417811,not rated,,,French,USA,Raj Mehra
4016,Rise of Secrets,Drama,2020/07/06,233.7M,$343228328,not rated,,,Spanish,India,John Carter
4017,Legend of Night,Drama,February 05 2020,129.3M,$443971871,8.2,91%,,French,USA,James Holloway
4018,Dark Empire,Romance,28/07/2022,180992542,$405020158,8.7,72%,,Spanish,USA,John Carter
4019,Legend of Secrets,Horror,03/02/2016,142085534,$117530975,5.1,,,Hindi,Australia,James Holloway
4020,Return of Warrior,Drama,2019/07/21,"$73,522,590",$141285666,not rated,,94.0,English,Canada,James Holloway
4021,Shadow of Revenge,Drama,21/11/2020,$102244710,385359529,6.2,,107.0,English,USA,Raj Mehra
4022,Legend of Journey,Romance,September 22 2019,$142542101,419.0M,NaN,50%,,Hindi,France,Raj Mehra
4023,Rise of Night,HORROR,August 06 2017,199.6M,$714996714,not rated,71%,,French,Australia,John Carter
4024,The Galaxy,SciFi,2020/04/15,"$163,609,330",$578963859,5.0,,173.0,French,Australia,James Holloway
4025,Return of Galaxy,Drama,February 05 2021,$235329269,1084.4M,not rated,,90.0,French,UK,Alan Smith
4026,Shadow of Galaxy,HORROR,2020-02-20,$238798107,"$1,033,391,980",not rated,88%,,English,UK,Emily Stone
4027,Dark Dreams,Horror,2022/05/20,$210832150,653.7M,5.2,,,Spanish,Australia,Alan Smith
4028,Shadow of Dreams,comedy,2021/08/03,133449521,$496257258,NaN,90%,,english,France,Sophie Laurent
4029,Dark Journey,action,2016-09-30,61181514,181970232,NaN,,151.0,French,India,James Holloway
4030,The Night,ACTION,June 15 2019,50.4M,143.9M,6.5,,,Spanish,Canada,Raj Mehra
4031,Shadow of Destiny,HORROR,12/11/2015,"$215,277,478",$953753241,NaN,48%,,english,UK,Emily Stone
4032,Love in Night,Drama,February 27 2015,147.8M,591997652,5.3,,,English,France,Sophie Laurent
4033,Love in Night,action,2020-06-17,$29624798,$71442150,NaN,77%,,Hindi,India,John Carter
4034,The Revenge,Romance,2019-06-05,40.6M,$157124273,not rated,,138.0,english,Australia,Raj Mehra
4035,Battle of Empire,Horror,2020-09-07,183952644,"$573,336,205",5.9,,115.0,Spanish,Australia,Alan Smith
4036,Shadow of Revenge,HORROR,2019/10/02,238875223,"$615,987,206",NaN,,92.0,Hindi,Australia,John Carter
4037,Legend of Dreams,comedy,2021-06-14,17.0M,49065653,NaN,,159.0,English,India,Alan Smith
4038,Dark Warrior,Sci-Fi,2016/01/15,$22491954,84069157,not rated,,149.0,French,India,John Carter
4039,Last Kingdom,Romance,July 14 2018,23172629,$92064783,5.7,,155.0,Spanish,Australia,Alan Smith
4040,Rise of Galaxy,Action,May 26 2015,"$61,047,037",100205931,NaN,,157.0,Hindi,India,Emily Stone
4041,Return of Empire,Drama,2021-03-29,177738411,670739300,NaN,,,English,USA,John Carter
4042,Rise of Secrets,Drama,2020-09-09,14375097,$35311120,7.1,85%,,Hindi,India,Alan Smith
4043,Last Dreams,Action,2022-07-07,$108323459,431244406,7.3,,123.0,French,Australia,John Carter
4044,Last Warrior,Romance,2022/05/27,$52460343,$106343220,5.2,60%,93.0,English,Australia,Emily Stone
4045,Return of Kingdom,SciFi,2017-04-27,$172663566,272911959,4.7,81%,,Spanish,Australia,James Holloway
4046,Battle of Dreams,Sci-Fi,September 28 2022,$128767345,$196025004,NaN,63%,,english,UK,Raj Mehra
4047,Return of Journey,Sci-Fi,December 09 2017,$78144070,"$300,790,990",9.4,,,Hindi,India,Emily Stone
4048,Dark Night,HORROR,December 03 2022,"$41,275,186","$173,467,308",7.0,56%,,english,India,James Holloway
4049,Love in Destiny,Comedy,14/05/2017,"$241,487,120",$463375187,6.2,91%,98.0,English,Australia,Emily Stone
4050,Shadow of Galaxy,Thriller,2019/09/19,$192780302,"$308,173,272",8.2,,177.0,english,USA,John Carter
4051,The Secrets,Horror,2017-06-03,25561396,"$24,725,276",8.9,42%,109.0,Spanish,Canada,Alan Smith
4052,Shadow of Empire,Horror,2016/09/19,$225636207,$1055755019,5.8,,,english,Canada,Sophie Laurent
4053,Legend of Kingdom,Action,2019/01/24,242057419,1147777224,NaN,,157.0,english,UK,James Holloway
4054,Shadow of Galaxy,Romance,2018/11/11,117.4M,196.7M,not rated,89%,,English,India,Raj Mehra
4055,Dark Night,ACTION,September 18 2016,$15848133,$65513509,NaN,74%,136.0,Spanish,USA,James Holloway
4056,Dark Kingdom,Sci-Fi,2019-09-03,245.4M,$810491443,NaN,,,Hindi,India,Alan Smith
4057,Return of Warrior,Sci-Fi,17/02/2017,127.1M,387.5M,7.9,72%,,Hindi,Canada,Alan Smith
4058,Last Night,Romance,2019/10/03,114.5M,472.2M,9.2,,145.0,English,France,John Carter
4059,Last Empire,ACTION,14/11/2016,108.1M,110672439,NaN,,130.0,english,Canada,James Holloway
4060,Last Night,Comedy,2019-11-17,11.1M,35.4M,not rated,,177.0,Spanish,USA,Alan Smith
4061,Dark Journey,Sci-Fi,13/11/2020,81294971,"$158,856,198",not rated,84%,166.0,Spanish,Canada,Emily Stone
4062,Return of Empire,Comedy,October 03 2019,$132890617,630422555,NaN,,112.0,Hindi,USA,Raj Mehra
4063,The Dreams,Drama,2018-10-13,$194747924,"$695,110,135",NaN,95%,180.0,French,Australia,Sophie Laurent
4064,Last Secrets,Sci-Fi,19/10/2022,$188687065,507.7M,NaN,41%,135.0,English,USA,James Holloway
4065,Dark Warrior,Sci-Fi,30/04/2017,"$205,069,375",$583062952,not rated,,,Spanish,Australia,Raj Mehra
4066,The Dreams,comedy,2016-07-04,$80516510,$191999347,NaN,95%,145.0,French,India,Emily Stone
4067,Legend of Kingdom,action,2018/03/04,86446818,61.2M,5.0,92%,144.0,Hindi,Australia,John Carter
4068,Rise of Secrets,comedy,23/11/2020,"$212,929,469",291933661,6.6,57%,,French,India,James Holloway
4069,Legend of Kingdom,Sci-Fi,21/02/2022,124.9M,474.9M,6.9,,,French,USA,James Holloway
4070,Battle of Warrior,SciFi,2017/12/17,"$228,876,149",$827533078,not rated,92%,141.0,english,India,Sophie Laurent
4071,Rise of Warrior,Thriller,March 16 2016,118.8M,296.4M,9.2,93%,141.0,Spanish,Australia,Raj Mehra
4072,The Night,Romance,February 26 2016,126.3M,320026602,NaN,57%,104.0,Hindi,Canada,John Carter
4073,Legend of Journey,SciFi,August 06 2018,112.0M,178.1M,4.7,58%,93.0,Spanish,Canada,Alan Smith
4074,Legend of Dreams,SciFi,2019-07-27,$163549632,594052702,not rated,,158.0,Spanish,Canada,Emily Stone
4075,Legend of Galaxy,Sci-Fi,2022-02-27,55276105,$150371465,not rated,71%,,Spanish,Canada,Sophie Laurent
4076,Rise of Empire,action,2017/02/14,"$192,784,468",307.5M,not rated,52%,,english,Australia,Emily Stone
4077,Love in Journey,comedy,October 30 2017,106600452,"$178,382,664",8.1,,,Hindi,Australia,Alan Smith
4078,Legend of Night,Horror,2021-03-26,130.1M,496.3M,NaN,51%,88.0,Spanish,Canada,Emily Stone
4079,Return of Journey,action,28/04/2018,45.1M,"$68,034,819",not rated,72%,100.0,French,India,Emily Stone
4080,Legend of Kingdom,comedy,2015/05/11,78160982,252.8M,not rated,,,Hindi,USA,Sophie Laurent
4081,Shadow of Destiny,Drama,2021-05-25,45.5M,25210847,4.5,,148.0,english,India,Emily Stone
4082,Return of Journey,Horror,2015-03-11,190155860,167.0M,not rated,,103.0,Spanish,UK,James Holloway
4083,Return of Warrior,Action,05/06/2015,"$103,306,115",69.9M,not rated,77%,113.0,French,USA,John Carter
4084,Battle of Empire,comedy,11/05/2016,142377750,308.9M,NaN,57%,132.0,English,Canada,Sophie Laurent
4085,Rise of Galaxy,Romance,26/12/2022,53.8M,$68048035,4.9,55%,109.0,English,India,Raj Mehra
4086,Shadow of Kingdom,Drama,2020-09-08,160.1M,"$539,252,123",NaN,42%,102.0,Hindi,Canada,John Carter
4087,The Destiny,HORROR,July 06 2021,"$110,377,948","$476,461,388",9.3,,,english,Australia,Raj Mehra
4088,Return of Dreams,action,December 25 2022,$28837588,118028513,not rated,95%,,english,USA,Emily Stone
4089,Rise of Destiny,Drama,05/02/2018,$33482443,106328215,8.0,,99.0,Hindi,Australia,Raj Mehra
4090,The Revenge,comedy,June 14 2022,145074458,"$162,090,661",7.7,80%,163.0,english,Australia,Alan Smith
4091,Dark Warrior,Romance,25/09/2022,56127872,"$137,530,831",not rated,86%,,French,UK,Alan Smith
4092,Rise of Revenge,SciFi,21/10/2015,189592951,718.0M,not rated,41%,114.0,Hindi,Canada,Alan Smith
4093,Return of Galaxy,Romance,November 07 2016,40057788,$77924008,6.8,,,Spanish,Canada,Alan Smith
4094,Rise of Secrets,ACTION,06/09/2015,"$152,933,988",654.5M,NaN,40%,136.0,French,France,Raj Mehra
4095,The Destiny,Drama,04/11/2019,"$181,250,025",299.2M,NaN,73%,164.0,French,USA,James Holloway
4096,Legend of Warrior,Thriller,2019-12-03,94.2M,398397263,NaN,,,English,France,Sophie Laurent
4097,Love in Secrets,Horror,January 26 2016,"$161,131,322","$170,370,868",NaN,54%,,english,USA,Raj Mehra
4098,Battle of Kingdom,Horror,23/04/2022,"$175,952,990",$197494658,not rated,51%,,english,USA,Emily Stone
4099,Dark Secrets,Horror,09/02/2015,102.5M,235.8M,not rated,,,Spanish,UK,John Carter
4100,Last Galaxy,HORROR,2018-11-16,161.7M,674.4M,not rated,,175.0,English,Canada,James Holloway
4101,Last Secrets,action,17/01/2017,$80167294,$155587892,not rated,,,Hindi,India,Sophie Laurent
4102,Shadow of Secrets,Romance,June 06 2021,230395156,647.7M,not rated,,179.0,English,UK,Raj Mehra
4103,Dark Empire,HORROR,2018/05/30,235319194,457.3M,NaN,52%,149.0,English,Australia,James Holloway
4104,Shadow of Dreams,action,2016-11-03,$198227762,845.3M,6.4,46%,,Hindi,UK,Alan Smith
4105,Love in Galaxy,Action,July 18 2015,"$64,796,010","$292,187,754",6.1,,,English,France,Emily Stone
4106,Dark Revenge,HORROR,2018-03-16,245.4M,817952047,NaN,,164.0,Spanish,India,Emily Stone
4107,Love in Warrior,Drama,2020/04/27,187.4M,$796983322,7.8,,,French,UK,Alan Smith
4108,Love in Galaxy,Comedy,April 18 2019,112.9M,213933505,5.1,45%,,French,Canada,Alan Smith
4109,Shadow of Night,HORROR,2022/03/17,"$165,839,591","$251,186,142",6.1,67%,,English,UK,Alan Smith
4110,Return of Journey,HORROR,2018/03/11,54830383,203.4M,not rated,53%,174.0,French,Australia,John Carter
4111,Battle of Kingdom,Sci-Fi,2020/05/11,$36077412,26.7M,not rated,61%,,Spanish,Australia,John Carter
4112,Dark Night,HORROR,2023-02-01,119945206,$422940220,NaN,,,French,USA,Raj Mehra
4113,Battle of Revenge,comedy,2019-10-24,"$184,448,041",886585411,8.9,82%,121.0,Spanish,France,Alan Smith
4114,Rise of Secrets,Romance,2016-08-03,52939700,"$60,690,183",not rated,,,english,Canada,John Carter
4115,The Journey,ACTION,2020/08/01,"$106,431,584","$490,458,274",not rated,,,French,Australia,Alan Smith
4116,Battle of Destiny,Sci-Fi,2017-11-11,"$115,391,842","$240,805,805",not rated,82%,,Spanish,Australia,James Holloway
4117,Battle of Warrior,comedy,September 23 2022,$223631710,1045071658,not rated,85%,139.0,Hindi,Canada,Emily Stone
4118,Dark Journey,Horror,18/10/2015,"$24,621,546",$15168680,7.0,54%,180.0,Hindi,France,Alan Smith
4119,Return of Galaxy,Romance,2022-07-05,134.7M,$73103652,7.5,,,Spanish,France,Emily Stone
4120,Legend of Secrets,Drama,2019-09-03,$54058083,$101852955,8.7,,,english,Canada,Emily Stone
4121,Last Empire,comedy,2018-01-02,181078028,$713058687,not rated,81%,110.0,French,India,James Holloway
4122,Return of Secrets,Sci-Fi,2015-12-28,81.3M,$233039488,7.1,,,Hindi,Canada,Emily Stone
4123,The Warrior,comedy,13/08/2021,72937383,$293143048,not rated,78%,143.0,Hindi,Australia,James Holloway
4124,Last Night,Drama,2021-01-26,208.0M,912308747,9.0,81%,,english,France,John Carter
4125,Dark Journey,Romance,21/10/2020,210.7M,368.3M,NaN,67%,140.0,English,UK,John Carter
4126,Rise of Revenge,Comedy,2019/11/29,"$42,117,646",$119020676,9.4,52%,,French,Canada,Emily Stone
4127,Dark Journey,Action,2023-03-16,$72079271,164.0M,not rated,,111.0,French,India,Raj Mehra
4128,Dark Revenge,ACTION,21/05/2016,52.6M,"$73,869,896",NaN,45%,,French,UK,Raj Mehra
4129,Return of Kingdom,Sci-Fi,2015/01/11,"$39,567,583",165810709,not rated,,89.0,Hindi,UK,Alan Smith
4130,Dark Galaxy,action,2022-07-30,88123402,360654919,not rated,,88.0,Spanish,France,John Carter
4131,Battle of Night,comedy,July 22 2017,"$152,410,928",469.9M,not rated,71%,137.0,Hindi,Australia,Emily Stone
4132,Return of Revenge,Action,2019-07-29,$230211295,$556110604,not rated,50%,93.0,english,USA,Sophie Laurent
4133,Shadow of Revenge,Horror,2018/03/05,"$244,028,800",$560253061,NaN,78%,,English,India,Emily Stone
4134,Shadow of Empire,Sci-Fi,August 20 2016,$205435357,354.0M,not rated,61%,165.0,French,Canada,Emily Stone
4135,Shadow of Destiny,action,03/07/2018,154867564,589394090,not rated,68%,,French,France,Alan Smith
4136,Love in Kingdom,ACTION,27/11/2021,$120021649,$563470287,8.2,70%,,French,UK,Alan Smith
4137,Return of Kingdom,Romance,2018-10-31,"$232,901,372",1134.1M,7.9,,,Hindi,UK,Sophie Laurent
4138,Legend of Kingdom,SciFi,January 19 2022,"$154,788,483",$248560397,NaN,54%,,French,Canada,Emily Stone
4139,Legend of Secrets,Horror,2017-08-09,$200387410,338244875,not rated,,132.0,Spanish,India,Emily Stone
4140,Legend of Dreams,Sci-Fi,2020/01/24,$193751701,$730533685,not rated,56%,146.0,Spanish,Canada,Sophie Laurent
4141,Dark Night,Thriller,November 22 2020,"$166,673,442","$818,626,002",not rated,81%,,english,France,Sophie Laurent
4142,Rise of Revenge,SciFi,2020-08-21,72.6M,181225691,not rated,,,Hindi,UK,Sophie Laurent
4143,Legend of Warrior,comedy,2021-07-05,162.2M,$206336949,NaN,60%,97.0,English,Australia,John Carter
4144,Battle of Revenge,Horror,June 26 2019,98030776,$278962820,NaN,94%,,French,USA,James Holloway
4145,Legend of Journey,comedy,2022-07-10,$32841427,114.2M,6.5,96%,137.0,Hindi,France,Sophie Laurent
4146,Dark Journey,Horror,August 25 2019,"$13,557,098",17.8M,NaN,,143.0,French,USA,Sophie Laurent
4147,Rise of Warrior,comedy,2018/08/10,$43978671,193.3M,NaN,,118.0,Spanish,Australia,James Holloway
4148,Love in Kingdom,Comedy,29/09/2022,22804260,72772722,not rated,77%,150.0,english,France,John Carter
4149,Love in Empire,ACTION,19/03/2017,$12417976,27.1M,6.7,,108.0,Hindi,India,Emily Stone
4150,Dark Kingdom,Thriller,2022-12-31,$249224635,972204371,not rated,,,English,USA,James Holloway
4151,Battle of Journey,SciFi,2016/05/03,"$184,793,670",$846756761,not rated,52%,,english,Australia,Emily Stone
4152,Love in Destiny,action,2020-10-24,"$247,302,833","$640,717,821",NaN,,89.0,French,Australia,Emily Stone
4153,Legend of Galaxy,Drama,2022/06/03,225.4M,"$158,795,749",NaN,,,english,USA,James Holloway
4154,Last Secrets,ACTION,2020/08/25,169008747,663530630,NaN,,,French,Canada,Raj Mehra
4155,Dark Galaxy,HORROR,June 16 2016,$25452391,"$48,447,458",8.2,71%,109.0,French,Australia,James Holloway
4156,Rise of Secrets,Romance,May 10 2018,230.3M,$168987338,8.3,,,english,UK,Raj Mehra
4157,Shadow of Destiny,Drama,2020/05/05,161.1M,159.7M,8.1,,95.0,English,UK,Sophie Laurent
4158,Battle of Empire,Action,2016-05-07,186191371,"$834,962,455",NaN,,104.0,english,India,James Holloway
4159,Last Galaxy,SciFi,27/08/2019,"$113,849,451",$135606706,NaN,,,French,USA,Sophie Laurent
4160,Battle of Empire,action,July 29 2015,123.2M,600126504,NaN,54%,,Spanish,UK,Emily Stone
4161,Rise of Journey,Romance,October 21 2015,60262598,$154585446,not rated,,154.0,Spanish,Canada,Alan Smith
4162,Legend of Destiny,Drama,2021-03-02,220210173,"$436,148,946",5.7,,,English,Canada,James Holloway
4163,Love in Warrior,action,2015-02-09,$132995599,113.8M,not rated,90%,,English,France,Emily Stone
4164,Legend of Dreams,HORROR,2015-06-07,"$93,185,518",422210732,not rated,66%,,english,Canada,John Carter
4165,Battle of Night,ACTION,2017/06/08,"$19,515,548",22204459,NaN,48%,,French,USA,John Carter
4166,The Dreams,Sci-Fi,28/11/2022,"$44,091,849",100175353,6.4,97%,134.0,English,USA,Sophie Laurent
4167,Rise of Night,Thriller,2020/09/17,82605837,"$93,890,180",not rated,,101.0,English,Canada,John Carter
4168,Love in Kingdom,Horror,12/09/2018,59.3M,$61543784,NaN,72%,,english,France,Emily Stone
4169,Legend of Kingdom,ACTION,May 01 2018,$80661509,202443288,not rated,53%,157.0,French,India,Sophie Laurent
4170,Legend of Warrior,Romance,10/07/2017,209482355,227.4M,6.0,,,Hindi,UK,James Holloway
4171,Dark Night,SciFi,August 15 2018,"$12,216,413","$49,929,006",6.0,98%,138.0,French,USA,Sophie Laurent
4172,Rise of Night,Romance,2016-03-06,199561934,$675389328,not rated,,,english,Australia,Alan Smith
4173,Dark Night,Drama,August 02 2020,"$7,767,778",3902999,8.8,69%,143.0,english,France,Emily Stone
4174,Return of Journey,ACTION,November 13 2017,159.5M,706918922,8.1,50%,,English,UK,Emily Stone
4175,Return of Revenge,HORROR,2016-10-26,$243270588,$819118341,NaN,,,English,India,Raj Mehra
4176,Legend of Secrets,Drama,2017/08/24,$135048189,621282898,7.8,44%,,Spanish,Canada,Alan Smith
4177,Shadow of Revenge,Comedy,2020/07/01,"$228,689,503",628.6M,6.5,61%,99.0,Hindi,Australia,James Holloway
4178,Last Empire,Drama,June 05 2015,$213519933,572.2M,not rated,,92.0,Hindi,France,Emily Stone
4179,Battle of Empire,Sci-Fi,2015-11-05,215.4M,$1073242636,not rated,,,english,France,Sophie Laurent
4180,Battle of Journey,Thriller,2017-12-09,154.3M,692475136,NaN,82%,94.0,Hindi,Australia,James Holloway
4181,Rise of Revenge,comedy,28/05/2017,"$91,535,517","$434,806,025",NaN,40%,,Hindi,USA,Raj Mehra
4182,Shadow of Kingdom,Romance,2022/12/19,152.2M,360304929,not rated,,108.0,English,Australia,Alan Smith
4183,Dark Journey,Horror,2019-07-25,96531565,349.6M,NaN,46%,85.0,Spanish,India,Sophie Laurent
4184,Last Revenge,ACTION,2015/03/30,49049687,29324760,not rated,,,English,Australia,John Carter
4185,Shadow of Secrets,Sci-Fi,2017-04-04,"$53,740,087",234180318,not rated,95%,156.0,english,USA,James Holloway
4186,Shadow of Warrior,Thriller,October 31 2019,$33803338,112467148,not rated,81%,,Spanish,India,Alan Smith
4187,Legend of Destiny,ACTION,2017-06-30,67.8M,"$332,819,853",NaN,,91.0,English,Australia,John Carter
4188,Shadow of Galaxy,Action,20/05/2020,$149805717,$505457985,7.6,45%,118.0,French,UK,Sophie Laurent
4189,Rise of Empire,SciFi,March 01 2022,226.2M,"$209,986,040",9.0,,175.0,English,Canada,Raj Mehra
4190,Battle of Destiny,Drama,2020-08-28,26.5M,$21195431,not rated,,,English,India,Sophie Laurent
4191,The Destiny,action,2016/11/13,199.7M,$867194393,9.4,,90.0,Spanish,USA,Raj Mehra
4192,The Journey,HORROR,2021-08-11,135.2M,"$217,433,187",7.0,78%,,Hindi,USA,James Holloway
4193,Legend of Kingdom,action,July 19 2020,37820571,$62449064,NaN,75%,122.0,Hindi,Canada,John Carter
4194,Dark Galaxy,Sci-Fi,January 27 2017,224189837,$272697445,6.3,83%,,French,UK,John Carter
4195,Rise of Journey,Horror,March 02 2017,221112286,"$880,237,903",NaN,,,Spanish,UK,Raj Mehra
4196,Legend of Dreams,Drama,2020/01/19,$153345759,127088055,NaN,,,French,France,Sophie Laurent
4197,The Revenge,action,May 19 2015,"$249,501,005",$643335085,NaN,,,Spanish,India,Raj Mehra
4198,Battle of Kingdom,Action,2015/02/08,22581726,$43999604,NaN,78%,,english,UK,Emily Stone
4199,The Journey,comedy,2020-11-19,130.2M,256.8M,9.1,,,Spanish,India,Alan Smith
4200,Return of Secrets,Drama,2016-01-28,"$112,067,111","$144,060,405",not rated,,,Hindi,India,Raj Mehra
4201,Shadow of Journey,SciFi,2020/04/13,$203881934,"$876,545,753",not rated,,,English,USA,John Carter
4202,Return of Journey,Horror,2019-12-28,60036963,58225514,not rated,81%,158.0,English,Canada,John Carter
4203,Battle of Warrior,Drama,March 20 2021,$214123554,$541320998,7.5,,,English,Canada,James Holloway
4204,Love in Empire,Drama,2015/01/08,$114603177,"$420,771,136",not rated,63%,,english,France,Emily Stone
4205,Battle of Empire,comedy,2016-04-16,"$154,974,558",261.1M,NaN,83%,,english,India,Alan Smith
4206,Return of Empire,HORROR,March 02 2015,"$158,030,853","$529,242,251",8.3,83%,127.0,Spanish,France,James Holloway
4207,Legend of Dreams,Thriller,2018-07-24,"$125,286,798","$73,670,078",NaN,,,French,USA,James Holloway
4208,Return of Journey,action,2018-08-17,$106559328,225025302,not rated,54%,140.0,English,USA,Sophie Laurent
4209,Rise of Dreams,ACTION,15/07/2019,$14241503,16378635,not rated,,,Spanish,UK,Emily Stone
4210,Battle of Destiny,Thriller,2020/09/01,222601510,"$604,531,389",6.3,,,Hindi,Canada,Alan Smith
4211,Last Secrets,Thriller,29/08/2016,$220475779,822.0M,5.0,96%,148.0,English,India,James Holloway
4212,The Secrets,Thriller,2017/03/18,232029606,$594804629,NaN,63%,152.0,French,France,John Carter
4213,Battle of Destiny,ACTION,December 26 2018,$117999024,94946179,NaN,76%,163.0,French,Canada,Sophie Laurent
4214,Love in Night,Action,18/02/2021,229.4M,978.7M,NaN,43%,,Hindi,Canada,Raj Mehra
4215,Battle of Journey,action,June 23 2020,27791154,20957238,8.1,,159.0,english,Australia,Raj Mehra
4216,Legend of Galaxy,ACTION,2015-09-07,23395820,"$68,440,970",not rated,,122.0,French,USA,John Carter
4217,Love in Secrets,HORROR,2017/01/02,"$37,890,110","$41,484,260",NaN,66%,163.0,Hindi,Canada,Alan Smith
4218,Love in Empire,action,2017-06-27,$132307134,449342570,NaN,52%,,French,USA,Raj Mehra
4219,Dark Warrior,ACTION,2020-02-11,$42396900,168494247,NaN,,,Hindi,Canada,James Holloway
4220,Rise of Empire,Comedy,December 18 2019,13724892,"$24,369,627",NaN,,94.0,English,Australia,Sophie Laurent
4221,Battle of Revenge,Romance,2018-05-17,85.4M,276.3M,not rated,92%,100.0,English,Australia,Raj Mehra
4222,Love in Kingdom,Comedy,2021-08-17,"$27,284,941","$44,037,755",NaN,71%,107.0,French,USA,Emily Stone
